FieldsheetNo,Context,Mesosquare,Date,Time,Compiled by,TotalTime,Visibility,SlopeGradient,Aspect,Vegetation,LandUse,Topography,SoilTypes,SurfaceCondition,Member1,Member2,Member3,Member4,Member1count,Member2count,Member3count,Member4count,TotalCount,FieldPhoto,FieldPhotoDate,FieldPhotoTakenBy,FieldPhotoTakenFrom,FieldPhotoComments,AdditionalPhoto1,AdditionalPhoto1Date,AdditionalPhoto1TakenBy,AdditionalPhoto1TakenFrom,AdditionalPhoto1Comments,AdditionalPhoto2,AdditionalPhoto2Date,AdditionalPhoto2TakenBy,AdditionalPhoto2TakenFrom,AdditionalPhoto2Comments,Feature1photo,Feature1Type,Feature1GPS,Feature1Notes,Feature1Finds,Feature1Previouslyexcavated,Feature2Photo,Feature2Type,Feature2GPS,Feature2Notes,Feature2Finds,Feature2PreviouslyExcavated,Feature3Photo,Feature3Type,Feature3GPS,Feature3Finds,Feature3Notes,Feature3PreviouslyExcavated,Feature4Photo,Feature4Type,Feature4GPS,Feature4Notes,Feature4Finds,Feature4PreviouslyExcavated,Notes,Feature5Photo,Feature5Type,Feature5GPS,Feature5Notes,Feature5Finds,Feature5PreviouslyExcavated,Feuture6Photo,Feuture6Type,Feature6GPS,Feature6Notes,Feature6Finds,Feature6PreviouslyExcavated,Feature7Photo,Feature7Type,Feature7GPS,Feature7Notes,Feature7Finds#,Feature7PreviouslyExcavated,Feature8Photo,Feature8Type,Feature8GPS,Feature8Notes,Feature8Finds,Feature8PreviouslyExcavated,AdditionalPhoto3,AdditionalPhoto3Date,AdditionalPhoto3TakenBy,AdditionalPhoto3TakenFrom,AdditionalPhoto3Comments,AdditionalPhoto4,AdditionalPhoto4Date,AdditionalPhoto4TakenBy,AdditionalPhoto4TakenFrom,AdditionalPhoto4Comments,Additionalphotograph1comment,Additionalphotograph2comment,Additionalphotograph3comment,Additionalphotograph4comment,Additionalphotograph5comment,Additionalphotograph6comment,Additionalphotograph7comment,Additionalphotograph8comment,Additionalphotograph9comment,Additionalphotograph10comment
,168,N53.2,24-07-2013,08:40:00,AB,20,,,,Cereals,Wasteland,Hill slope,"Clay
Bedrock
Gravel",Dry,EM,,,,,,,,91,T13.168.2,24-07-2013,AB,NW,,,,,,,,,,,,T13.168.2 Sherds,High sherd concentration,N37�44.449' E024�03.567' 41m alt,,,,,,,,,,,,,,,,,,,,,,At 13.168.2A, large bushes blocked the way, making survey in this part of the mesosquare difficult. Many thorny bushes reduced visibility in the entire macrosquare. At 13.168.2B, in a surface of ca 1,5m2, there was an extremely high concentration of sherds.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,168,N53.4,24-07-2013,09:20:00,AB,20,,,,Cereals,Wasteland,Hill slope,"Gravel
Bedrock
Clay",Dry,MH,,,,,,,,46,T13.168.4,24-07-2013,AB,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,168,N53.1,24-07-2013,11:30:00,AB,20,,,,Cereals,Wasteland,Hill slope,"Clay
Bedrock
Gravel",Dry,WVA,,,,,,,,15,T13.168.1,24-07-2013,AB,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Survey was made almost impossible by impenetrable thorny bushes covering the entire macrosquare.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,168,N53.3,24-07-2013,12:00:00,AB,20,,,,Cereals,Wasteland,Hill slope,"Gravel
Bedrock
Clay",Dry,MH,,,,,,,,31,T13.168.3,24-07-2013,AB,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,169,M53.4,24-07-2013,12:40:00,AB,20,,,,Cereals,Wasteland,Hill slope,"Clay
Bedrock
Gravel",Dry,BM,,,,,,,,36,T13.169.4,24-07-2013,AB,NW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Like N53, survey in this macrosquare was extremely difficult due to impenetrable thorny bushes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,169,M53.2,25-07-2013,06:17:00,WVA,20,,,,Cereals,Wasteland,Hill slope,"Gravel
Bedrock
Clay",Dry,SVW,,,,,,,,29,T13.169.2,25-07-2013,AB,SW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,169,M53.1,25-07-2013,06:45:00,WVA,20,,,,Cereals,Wasteland,Hill slope,"Clay
Bedrock
Gravel",Dry,LM,,,,,,,,16,T13.169.1,25-07-2013,AB,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,169,M53.3,25-07-2013,06:45:00,WVA,20,,,,Cereals,Wasteland,Hill slope,"Gravel
Bedrock
Clay",Dry,EM,,,,,,,,28,T13.169.3,25-07-2013,AB,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,121,G2.2,25-07-2013,07:55:00,AB,20,,,,Cereals,Wasteland,Hill slope,"Clay
Bedrock
Gravel",Dry,DVA,,,,,,,,88,T13.131.2,25-07-2013,AB,NW,,,,,,,,,,,,T13.121.2 Wall 1 - 2,Terrace Wall,N37�44.332' E024�03.318' 64m alt,,,,,,,,,,,,,,,,,,,,,,Through G2.1 + 2, a terrace wall runs from east to west. On its south side is an extension / concentration of rubble. A circular tower is located just above G2.1, under it much pottery was found.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,121,G2.1,25-07-2013,08:40:00,AB,20,,,,Cereals,Wasteland,Hill slope,"Bedrock
Gravel
Clay",Dry,MP,,,,,,,,65,T13.121.1,25-07-2013,AB,NW,,,,,,,,,,,,T13.121.1 Wall,Terrace Wall,N37�44.332' E024�03.312' 60m alt,,,,,,,,,,,,,,,,,,,,,,Terrace wall found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,123,F2.2,25-07-2013,09:15:00,AB,20,,,,Cereals,Wasteland,Hill slope,"Gravel
Bedrock
Clay",Dry,EM,,,,,,,,42,T13.123.2,25-07-2013,AB,SW,,,,,,,,,,,,T13.123.2 Wall,Terrace Wall,N37�44.331' E024�03.311' 60m alt,,,,,,,,,,,,,,,,,,,,,,Terrace wall that runs from west to east and ends in G2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,123,F2.1,25-07-2013,09:40:00,AB,20,,,,Cereals,Wasteland,Hill slope,"Gravel
Bedrock
Clay",Dry,MP,,,,,,,,33,T13.123.1,25-07-2013,AB,SE,,,,,,,,,,,,T13.123.1 Wall,Terrace Wall,N37�44.332' E024�03.267' 63m alt,,,,,,,,,,,,,,,,,,,,,,Terrace wall found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,124,L3.1,01-07-2014,07:03:00,AB,20,2550,(2-20%),NW,"Olive
Maquis
Cereals",Wasteland,Hill Slope,"Sand
Gravel
Bedrock",Dry,MB,SdW,RB,KvL,38,20,90,71,219,T14.124.1,01-07-2014,AB,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,124,L3.3,01-07-2014,07:03:00,AB,20,2550,(2-20%),NW,"Olive
Cereals
Maquis",Wasteland,Hill Slope,"Sand
Gravel
Bedrock",Dry,SdS,ID,SD,KT,68,51,20,11,150,T14.124.3,01-07-2014,AB,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,124,L3.2,01-07-2014,07:50:00,AB,20,25,(20-35%),NW,"Olive
Maquis
Cereals",Wasteland,Hill Slope,"Sand
Gravel",Dry,SdW,MB,KvL,SdS,36,15,30,13,94,T14.124.2,01-07-2014,AB,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,124,L3.4,01-07-2014,07:50:00,AB,20,25,(20-35%),NW,"Olive
Cereals
Maquis",Wasteland,Hill Slope,"Sand
Gravel
Bedrock",Dry,ID,RB,KT,SD,19,10,10,10,49,T14.124.4,01-07-2014,AB,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,170,K4.2,01-07-2014,09:30:00,AB,20,2550,(20-35%),NW,"Olive
Cereals
Maquis",Wasteland,Hill Slope,"Gravel
Sand
Bedrock",Dry,KvL,RB,SdW,MB,82,96,15,12,205,T14.170.2,01-07-2014,AB,SE,,,,,,,,,,,,170.2-1,mine shaft,"37.737789
24.057486
53.887486
5
9
0.030100",Small mine shaft located in 170.2-1,,No,170.2-2,mine shaft,"37.737789
24.057486
53.887486
5
9
0.030100",Same mine shaft as #1, close-up photo,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,170,K4.4,01-07-2014,09:30:00,AB,20,2550,(20-35%),NW,"Cereals
Maquis
Olive",Wasteland,Plain,"Bedrock
Sand
Gravel",Dry,ID,SdS,SD,KT,7,9,15,2,33,T14.170.4,01-07-2014,AB,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,171,F4.1,02-07-2014,07:00:00,AB,20,2550,(2-20%),NE,"Cereals
Olive
Maquis",Wasteland,Hill Slope,"Sand
Bedrock
Gravel",Dry,SM,KT,ID,CL,62,28,18,29,137,T14.171.1,02-07-2014,AB,NW,,,02-07-2014,AB,NW,bedrock with inscriptions and door hinges,,,,,door hinges, gps same as inscription 1,t14.171.1-wall,Terrace wall,"37.738100
24.054400
39.600468
5
9
0.472107",located in 171.1-1,,,,,"37.738059
24.054610
44.647369
5
9
0.003434",T14.171.1-1,,,,,"37.738023
24.054488
31.039574
5
9
0.007551",,Inscription in bedrock listed under 'additional photos',,,,"37.737984
24.054512
40.668793
5
10
0.000560",Inscription in bedrock listed under 'additional photos',,,In F4, there are many bedrock plateaus.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,171,F4.3,02-07-2014,07:00:00,AB,20,2550,(20-35%),NE,"Cereals
Olive
Maquis",Wasteland,Hill Slope,"Sand
Gravel
Bedrock",Dry,SD,MB,RB,SdS,15,9,50,8,82,T14.171.3,02-07-2014,AB,NE,,,,AB,SW,mine entrance 6 in center of mesosquare,,,,,,,,"37.737883
24.054531
29.524231
10
17
0.015649",mine 6,,,,,,,,,,,,,,,,,,,,,"Large brick concentration in T14.171.3-3.

In F4, there are many bedrock plateaus.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,171,F4.2,02-07-2014,07:45:00,AB,20,2550,(2-20%),NE,"Olive
Cereals
Maquis",,Hill Slope,"Sand
Gravel
Bedrock",Dry,SD,SdS,MB,ID,25,29,23,33,110,T14.171.2,02-07-2014,AB,NW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In F4, there are many bedrock plateaus.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,171,F4.4,02-07-2014,08:30:00,AB,20,25,(2-20%),NE,"Olive
Cereals
Maquis",,Hill Slope,"Sand
Bedrock
Gravel",Dry,MB,ID,SdS,SD,0,3,27,3,33,T14.171.4,02-07-2014,AB,SE,,,,,,,,,,,,,Inscription,"37.737826
24.054906
32.303543
5
9
0.012647",Inscription in 171.4-2, close to fence,,,,,,,,,,,,,,,,,,,,,"Like 171.3-3, 171.4-3 contained many bricks.

In F4, there are many bedrock plateaus.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,172,E4.2,02-07-2014,09:20:00,AB,20,2550,(2-20%),NE,"Olive
Cereals
Maquis",Wasteland,Hill Slope,"Sand
Gravel
Bedrock",Dry,MB,SD,SdS,ID,39,22,53,36,150,T14.172.2,02-07-2014,AB,NE,,,,,,,,,,,,,,,hole in bedrock located in 172.2-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,172,E4.4,02-07-2014,10:00:00,AB,20,25,(2-20%),NE,"Olive
Cereals
Maquis",Wasteland,Hill Slope,"Sand
Gravel
Bedrock",Dry,SdS,ID,MB,SD,12,62,76,78,228,T14.172.4,02-07-2014,AB,SE,,,,,,,,,,,,T14.172.4-a,structure,"37.737846
24.054129
35.998768
5
10
0.014009",Located in 172.4-3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,173,G4.3,02-07-2014,11:40:00,AB,20,2550,(2-20%),NE,"Olive
Cereals
Maquis",Wasteland,Hill Slope,"Gravel
Bedrock
Sand",Dry,ID,SD,MB,SdS,17,21,12,20,70,T14.173.3,02-07-2014,AB,NW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,173,G4.1,02-07-2014,12:10:00,AB,20,2550,(2-20%),NE,"Cereals
Maquis
Olive",Wasteland,Hill Slope,,Dry,SdS,MB,ID,SD,37,13,26,14,90,T14.173.1,02-07-2014,AB,SW,,T14.173.a,02-07-2014,,S,Large bedrock plateau in T14.173.3-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,173,G4.4,03-07-2014,06:20:00,AB,20,2550,(2-20%),N,"Olive
Fruit
Maquis",Wasteland,Hill Slope,"Sand
Bedrock
Gravel",Dry,SD,MB,SdS,ID,15,21,15,14,65,T14.173.4,03-07-2014,AB,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,173,G4.2,03-07-2014,06:50:00,AB,20,2550,(2-20%),N,"Olive
Cereals
Maquis",,Hill Slope,"Sand
Gravel
Bedrock",Dry,ID,SdS,SD,MB,21,3,12,27,63,T14.173.2,03-07-2014,AB,NE,,,,,,,,,,,,T14.173.2-a,Grinding stone,"37.737985
24.055309
51.534008
5
9
0.013178",located in 173.2-3. Too heavy to take as a find,,No,,structure,"37.738066
24.055324
52.150879
5
9
0.010393",located on the northern border of G4.2, photo from SE,,No,,,"37.738066
24.055324
52.150879
5
9
0.013474",,same structure as #2, photo from S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,174,H4.1,03-07-2014,08:05:00,AB,20,2550,(20-35%),N,"Olive
Cereals
Maquis",Wasteland,Hill Slope,"Sand
Gravel
Bedrock",Dry,MB,ID,SD,SdS,14,12,10,5,41,T14.174.1,,AB,SE,,,,,,,,,,,,,,"37.737835
24.055654
40.706299
5
10
0.011789",'stair'-like bedrock running straight for about 6m, photo taken from S,,,,,,same structure as #1, photo taken from W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,174,H4.3,03-07-2014,08:44:00,AB,20,2550,(2-20%),N,"Olive
Cereals
Maquis",Wasteland,Hill Slope,"Sand
Gravel
Bedrock",Dry,ID,SdS,MB,SD,6,17,6,11,40,T14.174.3,,,NW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,174,H4.4,03-07-2014,09:12:00,AB,20,25,(2-20%),N,Olive,Wasteland,Hill Slope,"Gravel
Bedrock
Sand",Dry,SdS,ID,SD,MB,18,15,7,13,53,T14.174.4,,,NE,,,,,SE,"37.737616
24.055776
51.036690
5
10
0.013122

possible structure in SD",,,,,,,,"37.737804
24.056061
52.885757
5
10
0.010684",Traces of a wall running east in 174.4-2, crossing over into 175.3-1. Photo taken from SW.,,,,,"37.737743
24.056056
54.153587
5
10
0.015234",Bedrock platform in 174.4-2. Photo taken from SE.,,,,,"37.737651
24.055989
39.740795
5
10
0.000624",,bedrock platform in 174.4-4. Photo taken from S.,,,,"37.737741
24.055849
55.652016
5
10
0.012409",possible wall and bedrock platform in 174.4-1. Photo taken from E.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,174,H4.2,03-07-2014,09:45:00,AB,20,2550,(2-20%),N,"Olive
Maquis
Cereals",Wasteland,Hill Slope,"Sand
Bedrock
Gravel",Dry,SD,MB,SdS,ID,7,5,12,9,33,T14.174.2,03-07-2014,AB,NE,,,,,,,,,,,,,,"37.738012
24.056016
41.641911
5
10
0.009580",Possible structure in 174.2-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,175,I4.3,04-07-2014,06:30:00,AB,20,2550,(20-35%),N,"Olive
Fruit
Maquis",Wasteland,Hill Slope,"Sand
Gravel
Bedrock",Dry,ID,SD,MB,SdS,16,6,15,11,48,T14.175.3,04-07-2014,AB,NE,,,,,,,,,,,,,,,see field sheet #19: wall running east, crossing over from 174.4-2 into 175.3-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,175,I4.1,04-07-2014,07:10:00,AB,20,2550,(2-20%),N,"Olive
Cereals
Maquis",Wasteland,Plain,"Gravel
Sand
Bedrock",Dry,MB,SdS,ID,SD,2,13,4,7,26,T14.175.1,04-07-2014,AB,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,175,I4.2,04-07-2014,07:40:00,AB,20,2550,(2-20%),N,"Cereals
Maquis
Olive",Wasteland,Hill Slope,"Sand
Gravel
Bedrock",Dry,SdS,MB,SD,ID,23,16,18,20,77,T14.175.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37.736996
24.056980
25.221661
5
10
0.008675",downhill, not in this macrosquare. photo from NE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,175,I4.4,05-07-2014,06:20:00,AB,20,2550,(2-20%),N,"Olive
Cereals
Maquis",Wasteland,Hill Slope,"Gravel
Sand
Bedrock",Dry,SdW,CL,KT,RB,12,17,3,10,42,T14.175.4,05-07-2014,AB,NE,,,,,,,,,,,,,,"37.737812
24.056375
40.408394
5
10
0.005333",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,176,J4.3,05-07-2014,07:20:00,AB,20,2550,(2-20%),NW,"Olive
Cereals
Maquis",Wasteland,Hill Slope,"Sand
Gravel
Bedrock",Dry,CL,KT,RB,SdW,30,14,13,16,73,T14.176.3,05-07-2014,AB,SW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,176,J4.1,05-07-2014,08:55:00,AB,20,2550,(2-20%),NW,"Maquis
Cereals
Olive",Wasteland,Hill Slope,"Sand
Gravel
Bedrock",Dry,SdW,RB,CL,KT,10,43,19,33,105,T14.176.1,05-07-2014,AB,SE,,,,,,,,,,,,,,"37.737942
24.056625
46.342922
5
10
0.006217",possible wall in 176.1-1, photo from NE,,,,,,,,,,,,,,,,,,,,,many flat marble/bedrock stones in this mCrosquare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,176,J4.2,05-07-2014,08:32:00,AB,20,5075,(2-20%),NW,"Olive
Maquis
Cereals",Wasteland,Hill Slope,"Sand
Gravel
Bedrock",Dry,RB,SdW,KT,CL,71,74,42,97,284,T14.176.2,05-07-2014,AB,SE,,,,,,,,,,,,,,,bedrock running to the east, quite flat and straight. taken from west,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,176,J4.4,05-07-2014,09:10:00,AB,20,2550,(2-20%),NW,"Olive
Maquis
Cereals",Wasteland,Hill Slope,"Sand
Gravel
Bedrock",Dry,KT,CL,RB,SdW,22,34,17,23,96,T14.176.4,05-07-2014,,E,,,,,,,,,,,,,,"37.737720
24.057099
34.064693
5
9
0.013050",bedrock with modern inscriptions ,,,,,,closeup of #1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,170,K4.1,07-07-2014,06:35:00,AB,20,2550,(2-20%),NW,"Olive
Maquis
Cereals",Wasteland,Hill Slope,"Sand
Bedrock
Gravel",Dry,MH,MKO,AR,IvD,140,50,86,26,302,,,AB,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,170,K4.3,07-07-2014,07:35:00,AB,20,2550,(2-20%),NW,"Olive
Fruit
Cereals",,Hill Slope,"Sand
Gravel
Bedrock",Dry,KT,SdW,CL,DK,36,18,42,5,101,,,AB,NE,,,,,SE,quarry in 170.3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,177,G52.2,07-07-2014,09:20:00,AB,20,25,(+35%),NW,"Olive
Maquis
Cereals",,Hill Slope,"Gravel
Sand
Bedrock",Dry,MH,DK,IvD,KT,41,43,32,51,167,,,AB,SW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,177,G52.4,07-07-2014,09:20:00,AB,20,25,(+35%),NW,"Olive
Fruit
Cereals",Wasteland,Hill Slope,"Sand
Gravel
Bedrock",Dry,MKO,SdW,CL,AR,44,27,62,49,182,,,AB,NW,,,,,,,,,,,,,,"37.740088
24.055642
108.489349
10
18
0.007149",Wall tuning SE in 177.4-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,178,C3.1,07-07-2014,11:10:00,AB,20,25,(20-35%),NE,"Olive
Cereals
Maquis",Wasteland,Hill Slope,"Sand
Bedrock
Gravel",Dry,IvD,SdW,DK,MKO,3,50,8,4,65,,07-07-2014,AB,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,178,C3.2,07-07-2014,11:10:00,AB,20,2550,(20-35%),NE,"Olive
Cereals
Maquis",Wasteland,Hill Slope,"Gravel
Sand
Bedrock",Dry,AR,KT,CL,MH,105,62,61,48,276,,07-07-2014,AB,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,178,C3.3,07-07-2014,11:50:00,AB,20,2550,(2-20%),NE,,Wasteland,,"Bedrock
Sand
Gravel",,DK,MKO,KT,IvD,3,47,0,5,55,T14.178.3,,,SE,,,,,,,,,,,,,,"37.738194
24.053193
38.467293
5
10
0.031364",178.3-3,,No,,,"37.738224
24.053086
47.277317
5
10
0.011696",,,,,,"37.738189
24.053067
39.946419
5
10
0.010587",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,178,C3.4,07-07-2014,11:50:00,AB,20,2550,(2-20%),NE,,Wasteland,Hill Slope,"Sand
Gravel
Bedrock",Dry,CL,MH,SdW,AR,98,40,42,89,269,T14.178.4,,,SE,Bedrock outcrop in south of this square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,179,D3.1,07-07-2014,12:30:00,AB,20,2550,(2-20%),N,"Olive
Cereals
Maquis",Wasteland,Hill Slope,"Sand
Gravel
Bedrock",Dry,KT,AR,MH,MKO,25,15,25,36,101,T14.179.1,07-07-2014,AB,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,179,D3.2,07-07-2014,12:30:00,AB,20,2550,(2-20%),N,"Olive
Cereals
Maquis",Wasteland,Hill Slope,"Sand
Gravel
Bedrock",Dry,CL,SdW,DK,IvD,16,20,3,6,45,T14.179.2,07-07-2014,AB,NW,,,,,,,,,,,,,,"37.738782
24.053652
11.973625
30
57
0.010988",sarcophagus lid,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,180,E3.1,08-07-2014,06:30:00,AB,20,2550,(20-35%),NE,"Cereals
Maquis
Olive",Wasteland,Hill Slope,"Sand
Gravel
Bedrock",Dry,MH,KT,CL,IvD,41,31,27,18,117,T14.180.1,08-07-2014,AB,NW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,180,E3.2,08-07-2014,06:30:00,AB,20,2550,(2-20%),NE,"Olive
Cereals
Maquis",Wasteland,Hill Slope,"Sand
Bedrock
Gravel",Dry,RB,SC,MK,WT,18,23,55,53,149,T14.180.2,08-07-2014,AB,NW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,181,E2.1,08-07-2014,07:10:00,AB,20,2550,(2-20%),NE,"Olive
Cereals
Maquis",Wasteland,Hill Slope,"Gravel
Sand",Dry,ID,MK,WT,CL,56,40,35,21,152,T14.181.1,08-07-2014,AB,SW,,,,,,,,,,,,,,"37.738854
24.054104
62.612602
5
10
0.001563",Semicircular depression (ca. 25 m e-w diam.) Quarry? Has horizontal cleft on the north side. Perhaps erosion as a result of quarrying. ,,No,,,"37.738786
24.054149
56.152332
5
10
0.013660",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,181,E2.3,08-07-2014,07:10:00,AB,20,2550,(2-20%),NE,"Olive
Cereals
Maquis",Wasteland,Hill Slope,"Sand
Gravel",Dry,IvD,SdW,MH,KT,6,10,40,34,90,T14.181.3,08-07-2014,AB,SE,,,,,,,,,,,,,,"37.738633
24.053718
58.773098
5
10
0.002767",Coral-like stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
